actor_loss,critic_loss,total_loss
-3.725290298461914e-08, 5331.513671875, 2665.75537109375
-0.0015641730278730392, 5190.9814453125, 2595.48779296875
-0.015140935778617859, 5026.56103515625, 2513.263916015625
-0.00536712072789669, 4568.49169921875, 2284.239013671875
-0.012135058641433716, 5553.048828125, 2776.5107421875
0.017055071890354156, 4880.61865234375, 2440.324951171875
0.004784353077411652, 4892.4697265625, 2446.23828125
-0.01315571740269661, 5419.1123046875, 2709.54150390625
-0.010027334094047546, 5212.1875, 2606.082275390625
0.006381295621395111, 4964.7734375, 2482.3916015625
-0.0026783421635627747, 5853.0791015625, 2926.535400390625
0.0060877688229084015, 5934.2314453125, 2967.120361328125
-0.01260492391884327, 6208.4375, 3104.20458984375
-0.01168597862124443, 5351.40576171875, 2675.689697265625
0.006834458559751511, 4971.68115234375, 2485.845947265625
-0.00905098021030426, 4834.27734375, 2417.128173828125
0.0031082257628440857, 5044.220703125, 2522.112060546875
-0.01585198938846588, 4375.96923828125, 2187.96728515625
-0.009891655296087265, 5150.42529296875, 2575.201171875
-0.01466984674334526, 4926.2607421875, 2463.1142578125
-0.011010974645614624, 4821.93115234375, 2410.953125
-0.017152540385723114, 4331.7861328125, 2165.87451171875
-0.01389898732304573, 4801.37158203125, 2400.67041015625
0.006840236485004425, 4682.861328125, 2341.43603515625
-0.017684027552604675, 4229.2001953125, 2114.5810546875
-0.02730858325958252, 5126.27587890625, 2563.109130859375
-0.006621170789003372, 5394.44775390625, 2697.2158203125
-0.017574958503246307, 4903.0078125, 2451.48486328125
-0.0006350018084049225, 5131.87451171875, 2565.93505859375
-0.013301625847816467, 5278.73779296875, 2639.354248046875
-0.02198883891105652, 4533.10546875, 2266.529296875
-0.004530139267444611, 4302.5546875, 2151.271240234375
-0.0024345815181732178, 4988.77978515625, 2494.385986328125
0.00034890323877334595, 4970.44287109375, 2485.22021484375
-0.010245850309729576, 4798.66015625, 2399.318359375
-0.011395640671253204, 4585.34912109375, 2292.66162109375
0.010529838502407074, 5466.73486328125, 2733.37646484375
-0.0018978267908096313, 4517.55419921875, 2258.773681640625
-0.009778007864952087, 4780.6640625, 2390.32080078125
-0.006570376455783844, 4703.513671875, 2351.748779296875
-0.018602564930915833, 4525.9267578125, 2262.943359375
-0.020165644586086273, 4058.21044921875, 2029.0836181640625
-0.01595858484506607, 4355.9501953125, 2177.957763671875
-0.02464963123202324, 4601.27294921875, 2300.6103515625
-0.007988737896084785, 4551.869140625, 2275.925048828125
-0.024655640125274658, 4871.580078125, 2435.763916015625
-0.030321747064590454, 5309.15283203125, 2654.544677734375
0.009402230381965637, 4441.51318359375, 2220.7646484375
0.006243539974093437, 4399.412109375, 2199.7109375
-0.003374394029378891, 5259.7998046875, 2629.89501953125
0.011890046298503876, 4846.0595703125, 2423.040283203125
-0.002726379781961441, 4210.515625, 2105.253662109375
-0.009302467107772827, 5215.51123046875, 2607.744873046875
-0.00952950119972229, 4119.5087890625, 2059.743408203125
-0.016093898564577103, 4376.697265625, 2188.3310546875
-0.01280270516872406, 4233.2080078125, 2116.58984375
-0.010698109865188599, 4302.7158203125, 2151.345703125
-0.0019421949982643127, 4196.005859375, 2097.99951171875
-0.017726436257362366, 4112.60009765625, 2056.28076171875
-0.006278321146965027, 4587.318359375, 2293.6513671875
-0.03000757098197937, 4291.29345703125, 2145.615234375
0.013343468308448792, 4126.486328125, 2063.255126953125
-0.008268289268016815, 4577.4765625, 2288.728515625
-0.021687395870685577, 4393.33447265625, 2196.64404296875
-0.009230159223079681, 4332.890625, 2166.4345703125
-0.020907331258058548, 4288.6533203125, 2144.30419921875
-0.004047602415084839, 4061.251220703125, 2030.6201171875
-0.014943882822990417, 4630.76171875, 2315.364501953125
-0.005532294511795044, 4350.05908203125, 2175.0224609375
-0.014759104698896408, 4482.70751953125, 2241.337646484375
-0.01571786031126976, 5228.755859375, 2614.36083984375
-0.009845290333032608, 4190.802734375, 2095.39013671875
-0.007447585463523865, 4607.7568359375, 2303.869384765625
0.002268856391310692, 4444.62109375, 2222.311279296875
-0.016394756734371185, 4491.1328125, 2245.548583984375
-0.025446562096476555, 4048.5009765625, 2024.2236328125
-0.007097601890563965, 4782.8662109375, 2391.424560546875
-0.014911148697137833, 4608.4169921875, 2304.192138671875
-0.021091582253575325, 4712.78955078125, 2356.372314453125
0.006702933460474014, 4254.841796875, 2127.426025390625
2.2910535335540771e-07, 4905.1123046875, 2452.5546875
0.0015426147729158401, 4805.07177734375, 2402.535888671875
0.0002272278070449829, 4853.4462890625, 2426.721923828125
-0.0007823295891284943, 5446.20263671875, 2723.09912109375
-0.0020728036761283875, 5038.4609375, 2519.22705078125
-0.0008238255977630615, 4933.36328125, 2466.679443359375
-0.0017078407108783722, 4760.37158203125, 2380.1826171875
-0.009655699133872986, 5086.876953125, 2543.42724609375
0.002211935818195343, 4586.5322265625, 2293.266845703125
-0.0037353113293647766, 5038.9990234375, 2519.494384765625
-0.012410786002874374, 5550.373046875, 2775.172607421875
0.010668095201253891, 4582.94384765625, 2291.481201171875
-0.015412643551826477, 4649.2177734375, 2324.592041015625
0.0029730871319770813, 4997.9638671875, 2498.9833984375
-0.022278394550085068, 4949.96484375, 2474.958740234375
-0.008726656436920166, 4585.2353515625, 2292.607421875
0.012066937983036041, 4457.525390625, 2228.773193359375
0.008373641408979893, 4455.5244140625, 2227.76904296875
-0.016884367913007736, 4863.2099609375, 2431.586669921875
-0.0063013676553964615, 4825.0302734375, 2412.50732421875
-0.002624988555908203, 5135.3662109375, 2567.678955078125
-0.009169524535536766, 4550.0546875, 2275.0166015625
0.02141759917140007, 4700.05126953125, 2350.045654296875
-0.01681363768875599, 4988.30859375, 2494.135986328125
-0.021138928830623627, 5569.32421875, 2784.639404296875
-0.006557811051607132, 5038.8154296875, 2519.399658203125
0.010851070284843445, 4654.46484375, 2327.24169921875
-0.0013354569673538208, 4341.38427734375, 2170.689453125
0.007845031097531319, 4989.69091796875, 2494.851806640625
-0.00704680010676384, 4659.64501953125, 2329.81396484375
-0.008390428498387337, 4961.9931640625, 2480.98681640625
-0.011430567130446434, 5432.7548828125, 2716.364501953125
-0.018004726618528366, 5121.62744140625, 2560.794189453125
-0.006142355501651764, 4973.4130859375, 2486.698974609375
-0.0010689347982406616, 4668.5478515625, 2334.271484375
0.003878451883792877, 5420.8896484375, 2710.447265625
-0.009497877210378647, 4151.4560546875, 2075.717041015625
0.006695926189422607, 4843.2197265625, 2421.614990234375
-0.0026352815330028534, 4773.4560546875, 2386.723876953125
-0.00623263418674469, 4541.32470703125, 2270.654541015625
-0.015177667140960693, 4752.7734375, 2376.3701171875
-0.006685147061944008, 4146.4921875, 2073.238037109375
0.002481423318386078, 5370.4453125, 2685.2236328125
-0.0006376616656780243, 5254.7685546875, 2627.382080078125
-0.010481756180524826, 4941.166015625, 2470.571044921875
-0.010726109147071838, 4529.904296875, 2264.93994140625
-0.005060866475105286, 5178.58203125, 2589.284423828125
-0.015749353915452957, 5056.9169921875, 2528.441162109375
-0.0024397484958171844, 4963.330078125, 2481.6611328125
-0.0106486976146698, 5384.19775390625, 2692.086669921875
-0.0033666715025901794, 4760.0263671875, 2380.00830078125
-0.0163247250020504, 4748.51416015625, 2374.2392578125
-0.010187521576881409, 4372.7392578125, 2186.35791015625
-0.012293674051761627, 6135.18798828125, 3067.580322265625
-0.0010206326842308044, 5424.23583984375, 2712.115478515625
-0.020734131336212158, 4938.03515625, 2468.995361328125
-0.013081759214401245, 5872.44873046875, 2936.209716796875
-0.0215645432472229, 4937.10791015625, 2468.531005859375
-0.002200854942202568, 4904.02880859375, 2452.0107421875
0.006874332204461098, 4539.56201171875, 2269.786376953125
-0.02470725029706955, 5161.42822265625, 2580.68798828125
-0.0160662978887558, 5460.7333984375, 2730.34912109375
-0.008273933082818985, 4310.328125, 2155.154296875
0.003191053867340088, 4625.8662109375, 2312.934814453125
-0.019465681165456772, 4875.2294921875, 2437.59375
-0.008975520730018616, 4608.9326171875, 2304.455810546875
-0.017458021640777588, 4766.8134765625, 2383.3876953125
0.0033482760190963745, 5068.9814453125, 2534.49267578125
-0.01043359562754631, 4963.0576171875, 2481.516845703125
-0.0218178890645504, 5088.2099609375, 2544.081787109375
-0.00385226309299469, 4651.330078125, 2325.65966796875
-0.006235573440790176, 5145.13720703125, 2572.560791015625
-0.025129957124590874, 5171.28125, 2585.614013671875
-0.014220228418707848, 4768.49951171875, 2384.234130859375
-0.013015680015087128, 4941.6044921875, 2470.787841796875
-0.011480780318379402, 5129.50048828125, 2564.7373046875
0.01177004724740982, 4601.70068359375, 2300.860595703125
0.00039739906787872314, 5006.21826171875, 2503.108154296875
-0.009349307045340538, 5025.3623046875, 2512.67041015625
0.014030493795871735, 4495.7626953125, 2247.893798828125
-8.195638656616211e-08, 4949.7548828125, 2474.8759765625
-0.0015011243522167206, 5296.9248046875, 2648.45947265625
-0.0013592047616839409, 4733.9736328125, 2366.98388671875
-0.002421400509774685, 4594.9521484375, 2297.47216796875
0.010907761752605438, 4744.673828125, 2372.346435546875
0.010160781443119049, 5146.6416015625, 2573.32958984375
-0.00357925146818161, 5417.3037109375, 2708.646728515625
0.0016073491424322128, 4260.53173828125, 2130.26611328125
0.003452606499195099, 4670.5556640625, 2335.27978515625
-9.337253868579865e-05, 4877.505859375, 2438.75146484375
-0.0023572836071252823, 5186.38671875, 2593.189453125
-0.006033897399902344, 4130.6884765625, 2065.336669921875
-0.00736178457736969, 4359.81689453125, 2179.899658203125
-0.011453255079686642, 4723.3984375, 2361.686279296875
